"MAG_ID","IMG.Genome.ID","Average.Coverage","Genome_size_Mbp","Ecosystem.x","Latitude","Longitude","Source","GTDB.Taxonomy.Lineage","RA","MAT","mTwarmQ","mTcoldQ","AP","PwetM","PdryM","PS","PwetQ","PdryQ","PwarmQ","PcoldQ","MDR","ISO","TS","MaxTwarmM","MinTcoldM","TAR","mTwetQ","mTdryQ","ET","AI","soil_pH","soil_ocd","soil_cec","soil_clay","soil_bdod","soil_nitrogen","soil_cfvo","soil_ocs","soil_sand","soil_silt","soil_TC","soil_TN","soil_TP","soil_TK","soil_TS","soil_CACO3","soil_BS","elevation","npp_mean","evi_mean","land_cover","land_cover_class"
"3300012893_3",3300012893,10.95,2.527241,"Environmental; Terrestrial; Soil; Agricultural land; Unclassified",43.3,-89.38,"Soil","Bacteria; Actinobacteriota; Thermoleophilia; Solirubrobacterales; 70-9; 70-9",1,7.36535453796387,20.3573055267334,-6.97391653060913,844.224182128906,105,29,39.9194107055664,307.224182128906,99,307.224182128906,99,11.8010559082031,28.1356449127197,1104.18542480469,27.8999996185303,-14.0434980392456,41.9435005187988,20.3573055267334,-6.97391653060913,1055.46752929688,0.799522578716278,6.23556756973267,26.5268859863281,20.3386497497559,32.603157043457,14.5172805786133,46.8050537109375,0.744916379451752,6.22284650802612,12.0796976089478,55.3752937316895,1.81381666660309,0.174616664648056,0.0500000007450581,1.66483342647552,0.00999999977648258,3.05511665344238,0.939999997615814,305.030090332031,0.571408569812775,0.315129071474075,12,"Croplands"
"3300012900_3",3300012900,16.46,2.343836,"Environmental; Terrestrial; Soil; Agricultural land; Unclassified",43.3,-89.38,"Soil","Bacteria; Actinobacteriota; Thermoleophilia; Solirubrobacterales; 70-9; 70-9",1,7.36535453796387,20.3573055267334,-6.97391653060913,844.224182128906,105,29,39.9194107055664,307.224182128906,99,307.224182128906,99,11.8010559082031,28.1356449127197,1104.18542480469,27.8999996185303,-14.0434980392456,41.9435005187988,20.3573055267334,-6.97391653060913,1055.46752929688,0.799522578716278,6.23556756973267,26.5268859863281,20.3386497497559,32.603157043457,14.5172805786133,46.8050537109375,0.744916379451752,6.22284650802612,12.0796976089478,55.3752937316895,1.81381666660309,0.174616664648056,0.0500000007450581,1.66483342647552,0.00999999977648258,3.05511665344238,0.939999997615814,305.030090332031,0.571408569812775,0.315129071474075,12,"Croplands"
"3300012909_1",3300012909,10.97,4.994635,"Environmental; Terrestrial; Soil; Unclassified; Agricultural land",43.3,-89.38,"Soil","Bacteria; Acidobacteriota; Acidobacteriae; Acidobacteriales; Acidobacteriaceae; Terriglobus",1,7.36535453796387,20.3573055267334,-6.97391653060913,844.224182128906,105,29,39.9194107055664,307.224182128906,99,307.224182128906,99,11.8010559082031,28.1356449127197,1104.18542480469,27.8999996185303,-14.0434980392456,41.9435005187988,20.3573055267334,-6.97391653060913,1055.46752929688,0.799522578716278,6.23556756973267,26.5268859863281,20.3386497497559,32.603157043457,14.5172805786133,46.8050537109375,0.744916379451752,6.22284650802612,12.0796976089478,55.3752937316895,1.81381666660309,0.174616664648056,0.0500000007450581,1.66483342647552,0.00999999977648258,3.05511665344238,0.939999997615814,305.030090332031,0.571408569812775,0.315129071474075,12,"Croplands"
"3300012912_3",3300012912,11.53,2.857434,"Environmental; Terrestrial; Soil; Agricultural land; Unclassified",43.3,-89.38,"Soil","Bacteria; Actinobacteriota; Thermoleophilia; Solirubrobacterales; 70-9; 70-9",1,7.36535453796387,20.3573055267334,-6.97391653060913,844.224182128906,105,29,39.9194107055664,307.224182128906,99,307.224182128906,99,11.8010559082031,28.1356449127197,1104.18542480469,27.8999996185303,-14.0434980392456,41.9435005187988,20.3573055267334,-6.97391653060913,1055.46752929688,0.799522578716278,6.23556756973267,26.5268859863281,20.3386497497559,32.603157043457,14.5172805786133,46.8050537109375,0.744916379451752,6.22284650802612,12.0796976089478,55.3752937316895,1.81381666660309,0.174616664648056,0.0500000007450581,1.66483342647552,0.00999999977648258,3.05511665344238,0.939999997615814,305.030090332031,0.571408569812775,0.315129071474075,12,"Croplands"
"3300012913_2",3300012913,19.88,2.161229,"Environmental; Terrestrial; Soil; Agricultural land; Unclassified",43.3,-89.38,"Soil","Bacteria; Actinobacteriota; Thermoleophilia; Solirubrobacterales; 70-9; 70-9",1,7.36535453796387,20.3573055267334,-6.97391653060913,844.224182128906,105,29,39.9194107055664,307.224182128906,99,307.224182128906,99,11.8010559082031,28.1356449127197,1104.18542480469,27.8999996185303,-14.0434980392456,41.9435005187988,20.3573055267334,-6.97391653060913,1055.46752929688,0.799522578716278,6.23556756973267,26.5268859863281,20.3386497497559,32.603157043457,14.5172805786133,46.8050537109375,0.744916379451752,6.22284650802612,12.0796976089478,55.3752937316895,1.81381666660309,0.174616664648056,0.0500000007450581,1.66483342647552,0.00999999977648258,3.05511665344238,0.939999997615814,305.030090332031,0.571408569812775,0.315129071474075,12,"Croplands"
"3300012915_4",3300012915,19.17,2.801201,"Environmental; Terrestrial; Soil; Agricultural land; Unclassified",43.3,-89.38,"Soil","Bacteria; Actinobacteriota; Thermoleophilia; Solirubrobacterales; 70-9; 70-9",1,7.36535453796387,20.3573055267334,-6.97391653060913,844.224182128906,105,29,39.9194107055664,307.224182128906,99,307.224182128906,99,11.8010559082031,28.1356449127197,1104.18542480469,27.8999996185303,-14.0434980392456,41.9435005187988,20.3573055267334,-6.97391653060913,1055.46752929688,0.799522578716278,6.23556756973267,26.5268859863281,20.3386497497559,32.603157043457,14.5172805786133,46.8050537109375,0.744916379451752,6.22284650802612,12.0796976089478,55.3752937316895,1.81381666660309,0.174616664648056,0.0500000007450581,1.66483342647552,0.00999999977648258,3.05511665344238,0.939999997615814,305.030090332031,0.571408569812775,0.315129071474075,12,"Croplands"
"3300012958_12",3300012958,23.79,2.318353,"Environmental; Terrestrial; Soil; Agricultural land; Unclassified",42.4531,-76.3842,"Soil","Bacteria; Actinobacteriota; Thermoleophilia; Solirubrobacterales; 70-9; 70-9",1,7.22696447372437,18.5820369720459,-4.72625303268433,1005.92456054688,104,60.1147079467773,15.9551820755005,286.730834960938,195.233459472656,284.616119384766,200.845550537109,10.4351482391357,28.8572959899902,946.120178222656,25.6383876800537,-10.5228223800659,36.1612091064453,16.4801445007324,-3.86789608001709,996.422424316406,1.00925648212433,5.25712013244629,29.2954921722412,20.3300590515137,19.6298999786377,12.4739856719971,31.0956687927246,13.7558689117432,6.10082292556763,28.6181526184082,51.7764587402344,3.1875,0.258133322000504,0.06615000218153,1.14926660060883,0.0208333320915699,0.543049991130829,0.330000013113022,513.07666015625,0.744863033294678,0.385535091161728,9,"Savannas"
"3300012961_8",3300012961,17.92,2.66161,"Environmental; Terrestrial; Soil; Agricultural land; Unclassified",42.4531,-76.3842,"Soil","Bacteria; Actinobacteriota; Thermoleophilia; Solirubrobacterales; 70-9; 70-9",1,7.22696447372437,18.5820369720459,-4.72625303268433,1005.92456054688,104,60.1147079467773,15.9551820755005,286.730834960938,195.233459472656,284.616119384766,200.845550537109,10.4351482391357,28.8572959899902,946.120178222656,25.6383876800537,-10.5228223800659,36.1612091064453,16.4801445007324,-3.86789608001709,996.422424316406,1.00925648212433,5.25712013244629,29.2954921722412,20.3300590515137,19.6298999786377,12.4739856719971,31.0956687927246,13.7558689117432,6.10082292556763,28.6181526184082,51.7764587402344,3.1875,0.258133322000504,0.06615000218153,1.14926660060883,0.0208333320915699,0.543049991130829,0.330000013113022,513.07666015625,0.744863033294678,0.385535091161728,9,"Savannas"
"3300012984_5",3300012984,9.67,9.993089,"Environmental; Terrestrial; Soil; Unclassified; Agricultural land",42.4531,-76.3842,"Soil","Bacteria; Myxococcota; Polyangia; Polyangiales; NIC37A-2",0.18871975019516,7.22696447372437,18.5820369720459,-4.72625303268433,1005.92456054688,104,60.1147079467773,15.9551820755005,286.730834960938,195.233459472656,284.616119384766,200.845550537109,10.4351482391357,28.8572959899902,946.120178222656,25.6383876800537,-10.5228223800659,36.1612091064453,16.4801445007324,-3.86789608001709,996.422424316406,1.00925648212433,5.25712013244629,29.2954921722412,20.3300590515137,19.6298999786377,12.4739856719971,31.0956687927246,13.7558689117432,6.10082292556763,28.6181526184082,51.7764587402344,3.1875,0.258133322000504,0.06615000218153,1.14926660060883,0.0208333320915699,0.543049991130829,0.330000013113022,513.07666015625,0.744863033294678,0.385535091161728,9,"Savannas"
"3300012984_4",3300012984,27.89,10.074506,"Environmental; Terrestrial; Soil; Unclassified; Agricultural land",42.4531,-76.3842,"Soil","Bacteria; Myxococcota; Polyangia; Polyangiales; NIC37A-2",0.544301327088212,7.22696447372437,18.5820369720459,-4.72625303268433,1005.92456054688,104,60.1147079467773,15.9551820755005,286.730834960938,195.233459472656,284.616119384766,200.845550537109,10.4351482391357,28.8572959899902,946.120178222656,25.6383876800537,-10.5228223800659,36.1612091064453,16.4801445007324,-3.86789608001709,996.422424316406,1.00925648212433,5.25712013244629,29.2954921722412,20.3300590515137,19.6298999786377,12.4739856719971,31.0956687927246,13.7558689117432,6.10082292556763,28.6181526184082,51.7764587402344,3.1875,0.258133322000504,0.06615000218153,1.14926660060883,0.0208333320915699,0.543049991130829,0.330000013113022,513.07666015625,0.744863033294678,0.385535091161728,9,"Savannas"
